ordinal,category,category_name,total
25,2,kMultiplyHeavy,6.0
27,2,kMultiplyHeavy,2.0
28,2,kMultiplyHeavy,12.0
29,2,kMultiplyHeavy,8.0
30,2,kMultiplyHeavy,6.0
33,5,kExcludedExcited,3.0
34,5,kExcludedExcited,20.0
35,5,kExcludedExcited,10.0
36,5,kExcludedExcited,98.0
37,5,kExcludedExcited,9.0
38,5,kExcludedExcited,92.0
39,5,kExcludedExcited,10.0
40,5,kExcludedExcited,83.0
41,0,kCentralGround,659.0
42,5,kExcludedExcited,348.0
43,0,kCentralGround,3188.0
44,5,kExcludedExcited,328.0
45,0,kCentralGround,3098.0
46,5,kExcludedExcited,59.0
47,0,kCentralGround,1898.0
48,5,kExcludedExcited,1781.0
49,0,kCentralGround,12643.0
50,5,kExcludedExcited,1931.0
51,0,kCentralGround,14059.0
52,5,kExcludedExcited,65.0
53,0,kCentralGround,1864.0
54,0,kCentralGround,9411.0
55,5,kExcludedExcited,1815.0
56,0,kCentralGround,12556.0
57,2,kMultiplyHeavy,3.0
58,2,kMultiplyHeavy,24.0
59,2,kMultiplyHeavy,52.0
60,2,kMultiplyHeavy,168.0
61,2,kMultiplyHeavy,326.0
62,2,kMultiplyHeavy,158.0
63,2,kMultiplyHeavy,278.0
64,5,kExcludedExcited,355.0
65,0,kCentralGround,2678.0
66,5,kExcludedExcited,1696.0
67,0,kCentralGround,13181.0
68,5,kExcludedExcited,1730.0
69,0,kCentralGround,13390.0
70,0,kCentralGround,11562.0
71,5,kExcludedExcited,10392.0
72,0,kCentralGround,54250.0
73,5,kExcludedExcited,9912.0
74,0,kCentralGround,57430.0
75,0,kCentralGround,11356.0
77,0,kCentralGround,60642.0
78,5,kExcludedExcited,10357.0
79,0,kCentralGround,54337.0
81,4,kExcludedVector,90.0
82,0,kCentralGround,59.0
84,4,kExcludedVector,9374.0
85,0,kCentralGround,4336.0
87,4,kExcludedVector,46637.0
88,0,kCentralGround,21880.0
90,4,kExcludedVector,47342.0
91,0,kCentralGround,21517.0
93,4,kExcludedVector,74535.0
94,0,kCentralGround,87327.0
96,4,kExcludedVector,373258.0
97,0,kCentralGround,435685.0
99,4,kExcludedVector,372534.0
100,0,kCentralGround,435454.0
101,0,kCentralGround,437366.0
102,4,kExcludedVector,374600.0
104,0,kCentralGround,436699.0
105,4,kExcludedVector,372724.0
107,0,kCentralGround,87062.0
108,4,kExcludedVector,74688.0
110,0,kCentralGround,21519.0
111,4,kExcludedVector,47438.0
113,0,kCentralGround,21940.0
114,4,kExcludedVector,47152.0
116,0,kCentralGround,4469.0
117,4,kExcludedVector,9291.0
119,0,kCentralGround,54.0
120,4,kExcludedVector,91.0
122,0,kCentralGround,55826.0
123,5,kExcludedExcited,10289.0
124,0,kCentralGround,60662.0
126,0,kCentralGround,11335.0
127,0,kCentralGround,58746.0
128,5,kExcludedExcited,10093.0
129,0,kCentralGround,56327.0
130,5,kExcludedExcited,10305.0
131,0,kCentralGround,11440.0
132,0,kCentralGround,13298.0
133,5,kExcludedExcited,1719.0
134,0,kCentralGround,13445.0
135,5,kExcludedExcited,1755.0
136,0,kCentralGround,2836.0
137,5,kExcludedExcited,348.0
138,2,kMultiplyHeavy,308.0
139,2,kMultiplyHeavy,146.0
140,2,kMultiplyHeavy,296.0
141,2,kMultiplyHeavy,140.0
142,2,kMultiplyHeavy,60.0
143,2,kMultiplyHeavy,28.0
145,0,kCentralGround,12786.0
146,5,kExcludedExcited,1823.0
147,0,kCentralGround,9382.0
148,0,kCentralGround,1855.0
149,5,kExcludedExcited,60.0
150,0,kCentralGround,14215.0
151,5,kExcludedExcited,1866.0
152,0,kCentralGround,13108.0
153,5,kExcludedExcited,1837.0
154,0,kCentralGround,1896.0
155,5,kExcludedExcited,66.0
156,0,kCentralGround,3344.0
157,5,kExcludedExcited,370.0
158,0,kCentralGround,3212.0
159,5,kExcludedExcited,340.0
160,0,kCentralGround,610.0
161,5,kExcludedExcited,75.0
162,5,kExcludedExcited,17.0
163,5,kExcludedExcited,104.0
164,5,kExcludedExcited,17.0
165,5,kExcludedExcited,87.0
166,5,kExcludedExcited,12.0
167,5,kExcludedExcited,17.0
168,5,kExcludedExcited,2.0
171,2,kMultiplyHeavy,4.0
172,2,kMultiplyHeavy,2.0
173,2,kMultiplyHeavy,6.0
174,2,kMultiplyHeavy,8.0
175,2,kMultiplyHeavy,2.0
