ordinal,category,category_name,total
27,2,kMultiplyHeavy,8.0
28,2,kMultiplyHeavy,14.0
29,2,kMultiplyHeavy,6.0
30,2,kMultiplyHeavy,12.0
33,5,kExcludedExcited,17.0
34,5,kExcludedExcited,17.0
35,5,kExcludedExcited,71.0
36,5,kExcludedExcited,55.0
37,5,kExcludedExcited,70.0
38,5,kExcludedExcited,68.0
39,5,kExcludedExcited,9.0
40,5,kExcludedExcited,560.0
41,0,kCentralGround,536.0
42,5,kExcludedExcited,2168.0
43,0,kCentralGround,2173.0
44,5,kExcludedExcited,2136.0
45,0,kCentralGround,2088.0
46,5,kExcludedExcited,53.0
47,0,kCentralGround,2046.0
48,5,kExcludedExcited,6559.0
49,0,kCentralGround,6742.0
50,5,kExcludedExcited,7872.0
51,0,kCentralGround,7965.0
52,5,kExcludedExcited,58.0
53,0,kCentralGround,2015.0
54,0,kCentralGround,8245.0
55,5,kExcludedExcited,6455.0
56,0,kCentralGround,6661.0
58,2,kMultiplyHeavy,70.0
59,2,kMultiplyHeavy,42.0
60,2,kMultiplyHeavy,298.0
61,2,kMultiplyHeavy,292.0
62,2,kMultiplyHeavy,324.0
63,2,kMultiplyHeavy,266.0
64,5,kExcludedExcited,2852.0
65,0,kCentralGround,3053.0
66,5,kExcludedExcited,9206.0
67,0,kCentralGround,10011.0
68,5,kExcludedExcited,9362.0
69,0,kCentralGround,10012.0
70,0,kCentralGround,12150.0
71,5,kExcludedExcited,27811.0
72,0,kCentralGround,31420.0
73,5,kExcludedExcited,31044.0
74,0,kCentralGround,34803.0
75,0,kCentralGround,12369.0
77,0,kCentralGround,52847.0
78,5,kExcludedExcited,27843.0
79,0,kCentralGround,31386.0
81,4,kExcludedVector,84.0
82,0,kCentralGround,35.0
84,4,kExcludedVector,10682.0
85,0,kCentralGround,4826.0
87,4,kExcludedVector,44760.0
88,0,kCentralGround,20341.0
90,4,kExcludedVector,44733.0
91,0,kCentralGround,20922.0
93,4,kExcludedVector,86378.0
94,0,kCentralGround,102521.0
96,4,kExcludedVector,373308.0
97,0,kCentralGround,436889.0
99,4,kExcludedVector,373714.0
100,0,kCentralGround,436139.0
101,0,kCentralGround,437625.0
102,4,kExcludedVector,373775.0
104,0,kCentralGround,437790.0
105,4,kExcludedVector,374590.0
107,0,kCentralGround,104338.0
108,4,kExcludedVector,87078.0
110,0,kCentralGround,20660.0
111,4,kExcludedVector,44944.0
113,0,kCentralGround,20570.0
114,4,kExcludedVector,44941.0
116,0,kCentralGround,4894.0
117,4,kExcludedVector,10317.0
119,0,kCentralGround,39.0
120,4,kExcludedVector,103.0
122,0,kCentralGround,32418.0
123,5,kExcludedExcited,27932.0
124,0,kCentralGround,52059.0
126,0,kCentralGround,12198.0
127,0,kCentralGround,35038.0
128,5,kExcludedExcited,30836.0
129,0,kCentralGround,32394.0
130,5,kExcludedExcited,27877.0
131,0,kCentralGround,12324.0
132,0,kCentralGround,10327.0
133,5,kExcludedExcited,9566.0
134,0,kCentralGround,10598.0
135,5,kExcludedExcited,9595.0
136,0,kCentralGround,3476.0
137,5,kExcludedExcited,2971.0
138,2,kMultiplyHeavy,278.0
139,2,kMultiplyHeavy,294.0
140,2,kMultiplyHeavy,268.0
141,2,kMultiplyHeavy,318.0
142,2,kMultiplyHeavy,54.0
143,2,kMultiplyHeavy,48.0
145,0,kCentralGround,6837.0
146,5,kExcludedExcited,6402.0
147,0,kCentralGround,8207.0
148,0,kCentralGround,2083.0
149,5,kExcludedExcited,65.0
150,0,kCentralGround,7864.0
151,5,kExcludedExcited,7869.0
152,0,kCentralGround,6841.0
153,5,kExcludedExcited,6471.0
154,0,kCentralGround,2170.0
155,5,kExcludedExcited,63.0
156,0,kCentralGround,2230.0
157,5,kExcludedExcited,2288.0
158,0,kCentralGround,2199.0
159,5,kExcludedExcited,2189.0
160,0,kCentralGround,641.0
161,5,kExcludedExcited,638.0
162,5,kExcludedExcited,13.0
163,5,kExcludedExcited,67.0
164,5,kExcludedExcited,68.0
165,5,kExcludedExcited,61.0
166,5,kExcludedExcited,54.0
167,5,kExcludedExcited,5.0
168,5,kExcludedExcited,11.0
171,2,kMultiplyHeavy,8.0
172,2,kMultiplyHeavy,2.0
173,2,kMultiplyHeavy,14.0
174,2,kMultiplyHeavy,10.0
176,2,kMultiplyHeavy,4.0
