ordinal,category,category_name,total
40,5,kExcludedExcited,442.0
41,0,kCentralGround,286.0
42,5,kExcludedExcited,3146.0
43,0,kCentralGround,1846.0
44,5,kExcludedExcited,3458.0
45,0,kCentralGround,2054.0
47,0,kCentralGround,27872.0
48,5,kExcludedExcited,19474.0
49,0,kCentralGround,10504.0
50,5,kExcludedExcited,19604.0
51,0,kCentralGround,10192.0
53,0,kCentralGround,27976.0
54,0,kCentralGround,155350.0
55,5,kExcludedExcited,21684.0
56,0,kCentralGround,9282.0
64,5,kExcludedExcited,4416.0
65,0,kCentralGround,2064.0
66,5,kExcludedExcited,28584.0
67,0,kCentralGround,13992.0
68,5,kExcludedExcited,28920.0
69,0,kCentralGround,14640.0
70,0,kCentralGround,237264.0
71,5,kExcludedExcited,170616.0
72,0,kCentralGround,85968.0
73,5,kExcludedExcited,168816.0
74,0,kCentralGround,85800.0
75,0,kCentralGround,237576.0
77,0,kCentralGround,1312104.0
78,5,kExcludedExcited,171864.0
79,0,kCentralGround,85152.0
81,4,kExcludedVector,4358.0
82,0,kCentralGround,2448.0
84,4,kExcludedVector,456300.0
85,0,kCentralGround,209352.0
87,4,kExcludedVector,2059980.0
88,0,kCentralGround,937274.0
90,4,kExcludedVector,2040402.0
91,0,kCentralGround,932724.0
93,4,kExcludedVector,2538864.0
94,0,kCentralGround,2949360.0
96,4,kExcludedVector,11546352.0
97,0,kCentralGround,13308096.0
99,4,kExcludedVector,11559888.0
100,0,kCentralGround,13307496.0
101,0,kCentralGround,13329552.0
102,4,kExcludedVector,11586408.0
104,0,kCentralGround,13359408.0
105,4,kExcludedVector,11611128.0
107,0,kCentralGround,2944776.0
108,4,kExcludedVector,2562792.0
110,0,kCentralGround,941720.0
111,4,kExcludedVector,2059330.0
113,0,kCentralGround,934622.0
114,4,kExcludedVector,2063984.0
116,0,kCentralGround,211328.0
117,4,kExcludedVector,460954.0
119,0,kCentralGround,1718.0
120,4,kExcludedVector,4702.0
122,0,kCentralGround,93528.0
123,5,kExcludedExcited,176112.0
124,0,kCentralGround,1300128.0
126,0,kCentralGround,235176.0
127,0,kCentralGround,94656.0
128,5,kExcludedExcited,173952.0
129,0,kCentralGround,92304.0
130,5,kExcludedExcited,176784.0
131,0,kCentralGround,238632.0
132,0,kCentralGround,16056.0
133,5,kExcludedExcited,31272.0
134,0,kCentralGround,17136.0
135,5,kExcludedExcited,31344.0
136,0,kCentralGround,2208.0
137,5,kExcludedExcited,4944.0
145,0,kCentralGround,15704.0
146,5,kExcludedExcited,21658.0
147,0,kCentralGround,158522.0
148,0,kCentralGround,28704.0
150,0,kCentralGround,16770.0
151,5,kExcludedExcited,26026.0
152,0,kCentralGround,16198.0
153,5,kExcludedExcited,24830.0
154,0,kCentralGround,29874.0
156,0,kCentralGround,3224.0
157,5,kExcludedExcited,4940.0
158,0,kCentralGround,3380.0
159,5,kExcludedExcited,4446.0
160,0,kCentralGround,624.0
161,5,kExcludedExcited,832.0
164,5,kExcludedExcited,0.0
