ordinal,category,category_name,total
40,5,kExcludedExcited,520.0
41,0,kCentralGround,260.0
42,5,kExcludedExcited,3952.0
43,0,kCentralGround,1742.0
44,5,kExcludedExcited,3276.0
45,0,kCentralGround,1690.0
47,0,kCentralGround,28132.0
48,5,kExcludedExcited,20930.0
49,0,kCentralGround,10400.0
50,5,kExcludedExcited,20358.0
51,0,kCentralGround,10452.0
53,0,kCentralGround,28314.0
54,0,kCentralGround,152646.0
55,5,kExcludedExcited,19708.0
56,0,kCentralGround,10114.0
64,5,kExcludedExcited,4992.0
65,0,kCentralGround,2568.0
66,5,kExcludedExcited,29304.0
67,0,kCentralGround,14496.0
68,5,kExcludedExcited,28872.0
69,0,kCentralGround,15048.0
70,0,kCentralGround,237120.0
71,5,kExcludedExcited,168912.0
72,0,kCentralGround,82296.0
73,5,kExcludedExcited,168672.0
74,0,kCentralGround,85104.0
75,0,kCentralGround,231984.0
77,0,kCentralGround,1305336.0
78,5,kExcludedExcited,169152.0
79,0,kCentralGround,86880.0
81,4,kExcludedVector,4214.0
82,0,kCentralGround,1792.0
84,4,kExcludedVector,462774.0
85,0,kCentralGround,214188.0
87,4,kExcludedVector,2050828.0
88,0,kCentralGround,941772.0
90,4,kExcludedVector,2056730.0
91,0,kCentralGround,931138.0
93,4,kExcludedVector,2545176.0
94,0,kCentralGround,2949000.0
96,4,kExcludedVector,11562288.0
97,0,kCentralGround,13261440.0
99,4,kExcludedVector,11550144.0
100,0,kCentralGround,13314600.0
101,0,kCentralGround,13314120.0
102,4,kExcludedVector,11637936.0
104,0,kCentralGround,13312104.0
105,4,kExcludedVector,11588448.0
107,0,kCentralGround,2942640.0
108,4,kExcludedVector,2566368.0
110,0,kCentralGround,940966.0
111,4,kExcludedVector,2066740.0
113,0,kCentralGround,939952.0
114,4,kExcludedVector,2055560.0
116,0,kCentralGround,208442.0
117,4,kExcludedVector,461864.0
119,0,kCentralGround,2134.0
120,4,kExcludedVector,4694.0
122,0,kCentralGround,90360.0
123,5,kExcludedExcited,173592.0
124,0,kCentralGround,1311744.0
126,0,kCentralGround,240624.0
127,0,kCentralGround,94056.0
128,5,kExcludedExcited,175224.0
129,0,kCentralGround,91032.0
130,5,kExcludedExcited,174648.0
131,0,kCentralGround,233208.0
132,0,kCentralGround,15912.0
133,5,kExcludedExcited,30816.0
134,0,kCentralGround,16416.0
135,5,kExcludedExcited,30456.0
136,0,kCentralGround,3216.0
137,5,kExcludedExcited,4920.0
139,2,kMultiplyHeavy,48.0
145,0,kCentralGround,15678.0
146,5,kExcludedExcited,25116.0
147,0,kCentralGround,160264.0
148,0,kCentralGround,28938.0
150,0,kCentralGround,15782.0
151,5,kExcludedExcited,24674.0
152,0,kCentralGround,17368.0
153,5,kExcludedExcited,25168.0
154,0,kCentralGround,28366.0
156,0,kCentralGround,2990.0
157,5,kExcludedExcited,4680.0
158,0,kCentralGround,3276.0
159,5,kExcludedExcited,5096.0
160,0,kCentralGround,702.0
161,5,kExcludedExcited,676.0
