ordinal,category,category_name,total
40,5,kExcludedExcited,18.0
41,0,kCentralGround,8.0
42,5,kExcludedExcited,128.0
43,0,kCentralGround,74.0
44,5,kExcludedExcited,131.0
45,0,kCentralGround,68.0
47,0,kCentralGround,1094.0
48,5,kExcludedExcited,790.0
49,0,kCentralGround,412.0
50,5,kExcludedExcited,750.0
51,0,kCentralGround,372.0
53,0,kCentralGround,1073.0
54,0,kCentralGround,5905.0
55,5,kExcludedExcited,769.0
56,0,kCentralGround,400.0
64,5,kExcludedExcited,188.0
65,0,kCentralGround,100.0
66,5,kExcludedExcited,1158.0
67,0,kCentralGround,593.0
68,5,kExcludedExcited,1206.0
69,0,kCentralGround,581.0
70,0,kCentralGround,9822.0
71,5,kExcludedExcited,7127.0
72,0,kCentralGround,3544.0
73,5,kExcludedExcited,7020.0
74,0,kCentralGround,3658.0
75,0,kCentralGround,9770.0
77,0,kCentralGround,54355.0
78,5,kExcludedExcited,6997.0
79,0,kCentralGround,3491.0
81,4,kExcludedVector,164.0
82,0,kCentralGround,77.0
84,4,kExcludedVector,17622.0
85,0,kCentralGround,8172.0
87,4,kExcludedVector,78610.0
88,0,kCentralGround,35636.0
90,4,kExcludedVector,79269.0
91,0,kCentralGround,36392.0
93,4,kExcludedVector,105931.0
94,0,kCentralGround,123003.0
96,4,kExcludedVector,483096.0
97,0,kCentralGround,554298.0
99,4,kExcludedVector,482100.0
100,0,kCentralGround,554475.0
101,0,kCentralGround,554845.0
102,4,kExcludedVector,484279.0
104,0,kCentralGround,556115.0
105,4,kExcludedVector,483714.0
107,0,kCentralGround,122351.0
108,4,kExcludedVector,106560.0
110,0,kCentralGround,36103.0
111,4,kExcludedVector,78731.0
113,0,kCentralGround,35947.0
114,4,kExcludedVector,78704.0
116,0,kCentralGround,7959.0
117,4,kExcludedVector,17740.0
119,0,kCentralGround,77.0
120,4,kExcludedVector,210.0
122,0,kCentralGround,3899.0
123,5,kExcludedExcited,7243.0
124,0,kCentralGround,54165.0
126,0,kCentralGround,9850.0
127,0,kCentralGround,3809.0
128,5,kExcludedExcited,7198.0
129,0,kCentralGround,3789.0
130,5,kExcludedExcited,7302.0
131,0,kCentralGround,9747.0
132,0,kCentralGround,637.0
133,5,kExcludedExcited,1299.0
134,0,kCentralGround,661.0
135,5,kExcludedExcited,1283.0
136,0,kCentralGround,95.0
137,5,kExcludedExcited,208.0
145,0,kCentralGround,611.0
146,5,kExcludedExcited,915.0
147,0,kCentralGround,6011.0
148,0,kCentralGround,1151.0
150,0,kCentralGround,624.0
151,5,kExcludedExcited,938.0
152,0,kCentralGround,691.0
153,5,kExcludedExcited,887.0
154,0,kCentralGround,1141.0
156,0,kCentralGround,110.0
157,5,kExcludedExcited,173.0
158,0,kCentralGround,116.0
159,5,kExcludedExcited,168.0
160,0,kCentralGround,17.0
161,5,kExcludedExcited,30.0
