ordinal,category,category_name,total
27,2,kMultiplyHeavy,8.0
28,2,kMultiplyHeavy,16.0
29,2,kMultiplyHeavy,8.0
30,2,kMultiplyHeavy,12.0
32,2,kMultiplyHeavy,1.0
33,5,kExcludedExcited,16.0
34,5,kExcludedExcited,11.0
35,5,kExcludedExcited,60.0
36,5,kExcludedExcited,77.0
37,5,kExcludedExcited,52.0
38,5,kExcludedExcited,55.0
39,5,kExcludedExcited,9.0
40,5,kExcludedExcited,569.0
41,0,kCentralGround,546.0
42,5,kExcludedExcited,2210.0
43,0,kCentralGround,2072.0
44,5,kExcludedExcited,2211.0
45,0,kCentralGround,2106.0
46,5,kExcludedExcited,48.0
47,0,kCentralGround,2081.0
48,5,kExcludedExcited,6446.0
49,0,kCentralGround,6661.0
50,5,kExcludedExcited,7694.0
51,0,kCentralGround,7977.0
52,5,kExcludedExcited,53.0
53,0,kCentralGround,2026.0
54,0,kCentralGround,8423.0
55,5,kExcludedExcited,6547.0
56,0,kCentralGround,6723.0
58,2,kMultiplyHeavy,82.0
59,2,kMultiplyHeavy,52.0
60,2,kMultiplyHeavy,340.0
61,2,kMultiplyHeavy,344.0
62,2,kMultiplyHeavy,368.0
63,2,kMultiplyHeavy,326.0
64,5,kExcludedExcited,2758.0
65,0,kCentralGround,3039.0
66,5,kExcludedExcited,9329.0
67,0,kCentralGround,10079.0
68,5,kExcludedExcited,9445.0
69,0,kCentralGround,10269.0
70,0,kCentralGround,12256.0
71,5,kExcludedExcited,27873.0
72,0,kCentralGround,31789.0
73,5,kExcludedExcited,31510.0
74,0,kCentralGround,34592.0
75,0,kCentralGround,12009.0
77,0,kCentralGround,52454.0
78,5,kExcludedExcited,27835.0
79,0,kCentralGround,31697.0
81,4,kExcludedVector,83.0
82,0,kCentralGround,44.0
84,4,kExcludedVector,10468.0
85,0,kCentralGround,4872.0
87,4,kExcludedVector,44848.0
88,0,kCentralGround,20834.0
90,4,kExcludedVector,44665.0
91,0,kCentralGround,20713.0
93,4,kExcludedVector,86724.0
94,0,kCentralGround,103282.0
96,4,kExcludedVector,372639.0
97,0,kCentralGround,437439.0
99,4,kExcludedVector,373347.0
100,0,kCentralGround,438069.0
101,0,kCentralGround,437827.0
102,4,kExcludedVector,373098.0
104,0,kCentralGround,438645.0
105,4,kExcludedVector,373099.0
107,0,kCentralGround,103569.0
108,4,kExcludedVector,87333.0
110,0,kCentralGround,20792.0
111,4,kExcludedVector,44683.0
113,0,kCentralGround,20575.0
114,4,kExcludedVector,44774.0
116,0,kCentralGround,4757.0
117,4,kExcludedVector,10544.0
119,0,kCentralGround,40.0
120,4,kExcludedVector,89.0
122,0,kCentralGround,32551.0
123,5,kExcludedExcited,27540.0
124,0,kCentralGround,52043.0
126,0,kCentralGround,12255.0
127,0,kCentralGround,35682.0
128,5,kExcludedExcited,30174.0
129,0,kCentralGround,32704.0
130,5,kExcludedExcited,28038.0
131,0,kCentralGround,12343.0
132,0,kCentralGround,10547.0
133,5,kExcludedExcited,9485.0
134,0,kCentralGround,10615.0
135,5,kExcludedExcited,9388.0
136,0,kCentralGround,3268.0
137,5,kExcludedExcited,3047.0
138,2,kMultiplyHeavy,286.0
139,2,kMultiplyHeavy,302.0
140,2,kMultiplyHeavy,308.0
141,2,kMultiplyHeavy,298.0
142,2,kMultiplyHeavy,62.0
143,2,kMultiplyHeavy,54.0
144,2,kMultiplyHeavy,3.0
145,0,kCentralGround,6708.0
146,5,kExcludedExcited,6521.0
147,0,kCentralGround,8332.0
148,0,kCentralGround,2129.0
149,5,kExcludedExcited,70.0
150,0,kCentralGround,7943.0
151,5,kExcludedExcited,7577.0
152,0,kCentralGround,6745.0
153,5,kExcludedExcited,6472.0
154,0,kCentralGround,2115.0
155,5,kExcludedExcited,55.0
156,0,kCentralGround,2279.0
157,5,kExcludedExcited,2181.0
158,0,kCentralGround,2145.0
159,5,kExcludedExcited,2289.0
160,0,kCentralGround,612.0
161,5,kExcludedExcited,647.0
162,5,kExcludedExcited,14.0
163,5,kExcludedExcited,50.0
164,5,kExcludedExcited,68.0
165,5,kExcludedExcited,57.0
166,5,kExcludedExcited,69.0
167,5,kExcludedExcited,6.0
168,5,kExcludedExcited,10.0
171,2,kMultiplyHeavy,10.0
172,2,kMultiplyHeavy,8.0
173,2,kMultiplyHeavy,4.0
174,2,kMultiplyHeavy,4.0
