ordinal,category,category_name,total
27,2,kMultiplyHeavy,12.0
28,2,kMultiplyHeavy,6.0
29,2,kMultiplyHeavy,6.0
30,2,kMultiplyHeavy,12.0
33,5,kExcludedExcited,13.0
34,5,kExcludedExcited,13.0
35,5,kExcludedExcited,72.0
36,5,kExcludedExcited,74.0
37,5,kExcludedExcited,78.0
38,5,kExcludedExcited,63.0
39,5,kExcludedExcited,10.0
40,5,kExcludedExcited,618.0
41,0,kCentralGround,569.0
42,5,kExcludedExcited,2234.0
43,0,kCentralGround,2123.0
44,5,kExcludedExcited,2249.0
45,0,kCentralGround,2082.0
46,5,kExcludedExcited,60.0
47,0,kCentralGround,2018.0
48,5,kExcludedExcited,6521.0
49,0,kCentralGround,6665.0
50,5,kExcludedExcited,7818.0
51,0,kCentralGround,7886.0
52,5,kExcludedExcited,68.0
53,0,kCentralGround,2054.0
54,0,kCentralGround,8293.0
55,5,kExcludedExcited,6560.0
56,0,kCentralGround,6621.0
58,2,kMultiplyHeavy,72.0
59,2,kMultiplyHeavy,50.0
60,2,kMultiplyHeavy,302.0
61,2,kMultiplyHeavy,316.0
62,2,kMultiplyHeavy,316.0
63,2,kMultiplyHeavy,314.0
64,5,kExcludedExcited,2841.0
65,0,kCentralGround,3046.0
66,5,kExcludedExcited,9343.0
67,0,kCentralGround,9905.0
68,5,kExcludedExcited,9135.0
69,0,kCentralGround,10079.0
70,0,kCentralGround,12278.0
71,5,kExcludedExcited,27712.0
72,0,kCentralGround,31702.0
73,5,kExcludedExcited,31189.0
74,0,kCentralGround,34885.0
75,0,kCentralGround,12210.0
77,0,kCentralGround,52939.0
78,5,kExcludedExcited,27931.0
79,0,kCentralGround,31620.0
81,4,kExcludedVector,81.0
82,0,kCentralGround,52.0
84,4,kExcludedVector,10560.0
85,0,kCentralGround,4941.0
87,4,kExcludedVector,44770.0
88,0,kCentralGround,20428.0
90,4,kExcludedVector,44707.0
91,0,kCentralGround,20647.0
93,4,kExcludedVector,87014.0
94,0,kCentralGround,101961.0
96,4,kExcludedVector,372521.0
97,0,kCentralGround,438679.0
99,4,kExcludedVector,373372.0
100,0,kCentralGround,437854.0
101,0,kCentralGround,437998.0
102,4,kExcludedVector,373377.0
104,0,kCentralGround,440305.0
105,4,kExcludedVector,373772.0
107,0,kCentralGround,103402.0
108,4,kExcludedVector,86674.0
110,0,kCentralGround,20415.0
111,4,kExcludedVector,44923.0
113,0,kCentralGround,20763.0
114,4,kExcludedVector,45099.0
116,0,kCentralGround,4772.0
117,4,kExcludedVector,10394.0
119,0,kCentralGround,50.0
120,4,kExcludedVector,93.0
122,0,kCentralGround,32656.0
123,5,kExcludedExcited,27771.0
124,0,kCentralGround,51978.0
126,0,kCentralGround,12256.0
127,0,kCentralGround,35381.0
128,5,kExcludedExcited,31270.0
129,0,kCentralGround,32481.0
130,5,kExcludedExcited,28056.0
131,0,kCentralGround,12141.0
132,0,kCentralGround,10576.0
133,5,kExcludedExcited,9230.0
134,0,kCentralGround,10512.0
135,5,kExcludedExcited,9594.0
136,0,kCentralGround,3504.0
137,5,kExcludedExcited,2929.0
138,2,kMultiplyHeavy,292.0
139,2,kMultiplyHeavy,280.0
140,2,kMultiplyHeavy,308.0
141,2,kMultiplyHeavy,226.0
142,2,kMultiplyHeavy,48.0
143,2,kMultiplyHeavy,88.0
145,0,kCentralGround,7031.0
146,5,kExcludedExcited,6610.0
147,0,kCentralGround,8404.0
148,0,kCentralGround,2068.0
149,5,kExcludedExcited,53.0
150,0,kCentralGround,8024.0
151,5,kExcludedExcited,7679.0
152,0,kCentralGround,6855.0
153,5,kExcludedExcited,6560.0
154,0,kCentralGround,2168.0
155,5,kExcludedExcited,61.0
156,0,kCentralGround,2206.0
157,5,kExcludedExcited,2212.0
158,0,kCentralGround,2299.0
159,5,kExcludedExcited,2198.0
160,0,kCentralGround,595.0
161,5,kExcludedExcited,646.0
162,5,kExcludedExcited,20.0
163,5,kExcludedExcited,64.0
164,5,kExcludedExcited,70.0
165,5,kExcludedExcited,61.0
166,5,kExcludedExcited,55.0
167,5,kExcludedExcited,6.0
168,5,kExcludedExcited,14.0
170,2,kMultiplyHeavy,1.0
171,2,kMultiplyHeavy,2.0
172,2,kMultiplyHeavy,14.0
173,2,kMultiplyHeavy,12.0
174,2,kMultiplyHeavy,6.0
