ordinal,category,category_name,total
40,5,kExcludedExcited,17.0
41,0,kCentralGround,11.0
42,5,kExcludedExcited,121.0
43,0,kCentralGround,68.0
44,5,kExcludedExcited,116.0
45,0,kCentralGround,67.0
47,0,kCentralGround,1131.0
48,5,kExcludedExcited,776.0
49,0,kCentralGround,404.0
50,5,kExcludedExcited,816.0
51,0,kCentralGround,362.0
53,0,kCentralGround,1053.0
54,0,kCentralGround,6009.0
55,5,kExcludedExcited,840.0
56,0,kCentralGround,394.0
64,5,kExcludedExcited,187.0
65,0,kCentralGround,98.0
66,5,kExcludedExcited,1144.0
67,0,kCentralGround,595.0
68,5,kExcludedExcited,1166.0
69,0,kCentralGround,585.0
70,0,kCentralGround,9862.0
71,5,kExcludedExcited,7132.0
72,0,kCentralGround,3602.0
73,5,kExcludedExcited,6926.0
74,0,kCentralGround,3466.0
75,0,kCentralGround,9840.0
77,0,kCentralGround,54154.0
78,5,kExcludedExcited,7055.0
79,0,kCentralGround,3542.0
81,4,kExcludedVector,155.0
82,0,kCentralGround,77.0
84,4,kExcludedVector,17357.0
85,0,kCentralGround,8123.0
87,4,kExcludedVector,79193.0
88,0,kCentralGround,35877.0
90,4,kExcludedVector,79006.0
91,0,kCentralGround,36136.0
93,4,kExcludedVector,106585.0
94,0,kCentralGround,122698.0
96,4,kExcludedVector,482146.0
97,0,kCentralGround,553215.0
99,4,kExcludedVector,482860.0
100,0,kCentralGround,554440.0
101,0,kCentralGround,554411.0
102,4,kExcludedVector,484022.0
104,0,kCentralGround,554583.0
105,4,kExcludedVector,482690.0
107,0,kCentralGround,122451.0
108,4,kExcludedVector,106367.0
110,0,kCentralGround,35964.0
111,4,kExcludedVector,78835.0
113,0,kCentralGround,36051.0
114,4,kExcludedVector,79039.0
116,0,kCentralGround,8151.0
117,4,kExcludedVector,17822.0
119,0,kCentralGround,77.0
120,4,kExcludedVector,192.0
122,0,kCentralGround,3953.0
123,5,kExcludedExcited,7259.0
124,0,kCentralGround,54189.0
126,0,kCentralGround,9948.0
127,0,kCentralGround,3941.0
128,5,kExcludedExcited,7351.0
129,0,kCentralGround,3886.0
130,5,kExcludedExcited,7321.0
131,0,kCentralGround,9848.0
132,0,kCentralGround,674.0
133,5,kExcludedExcited,1271.0
134,0,kCentralGround,651.0
135,5,kExcludedExcited,1302.0
136,0,kCentralGround,112.0
137,5,kExcludedExcited,198.0
141,2,kMultiplyHeavy,2.0
145,0,kCentralGround,622.0
146,5,kExcludedExcited,945.0
147,0,kCentralGround,6017.0
148,0,kCentralGround,1136.0
150,0,kCentralGround,647.0
151,5,kExcludedExcited,962.0
152,0,kCentralGround,650.0
153,5,kExcludedExcited,924.0
154,0,kCentralGround,1176.0
156,0,kCentralGround,119.0
157,5,kExcludedExcited,160.0
158,0,kCentralGround,95.0
159,5,kExcludedExcited,205.0
160,0,kCentralGround,15.0
161,5,kExcludedExcited,29.0
