ordinal,category,category_name,total
25,2,kMultiplyHeavy,2.0
26,2,kMultiplyHeavy,4.0
28,2,kMultiplyHeavy,6.0
30,2,kMultiplyHeavy,2.0
33,5,kExcludedExcited,2.0
34,5,kExcludedExcited,18.0
35,5,kExcludedExcited,16.0
36,5,kExcludedExcited,78.0
37,5,kExcludedExcited,18.0
38,5,kExcludedExcited,85.0
39,5,kExcludedExcited,14.0
40,5,kExcludedExcited,69.0
41,0,kCentralGround,623.0
42,5,kExcludedExcited,309.0
43,0,kCentralGround,3188.0
44,5,kExcludedExcited,368.0
45,0,kCentralGround,3317.0
46,5,kExcludedExcited,64.0
47,0,kCentralGround,1822.0
48,5,kExcludedExcited,1835.0
49,0,kCentralGround,12749.0
50,5,kExcludedExcited,1848.0
51,0,kCentralGround,14004.0
52,5,kExcludedExcited,62.0
53,0,kCentralGround,1955.0
54,0,kCentralGround,9501.0
55,5,kExcludedExcited,1816.0
56,0,kCentralGround,12662.0
57,2,kMultiplyHeavy,6.0
58,2,kMultiplyHeavy,14.0
59,2,kMultiplyHeavy,54.0
60,2,kMultiplyHeavy,128.0
61,2,kMultiplyHeavy,282.0
62,2,kMultiplyHeavy,156.0
63,2,kMultiplyHeavy,320.0
64,5,kExcludedExcited,337.0
65,0,kCentralGround,2750.0
66,5,kExcludedExcited,1705.0
67,0,kCentralGround,13051.0
68,5,kExcludedExcited,1671.0
69,0,kCentralGround,13284.0
70,0,kCentralGround,11345.0
71,5,kExcludedExcited,10414.0
72,0,kCentralGround,54261.0
73,5,kExcludedExcited,9938.0
74,0,kCentralGround,57567.0
75,0,kCentralGround,11441.0
77,0,kCentralGround,60695.0
78,5,kExcludedExcited,10411.0
79,0,kCentralGround,54410.0
81,4,kExcludedVector,108.0
82,0,kCentralGround,47.0
84,4,kExcludedVector,9437.0
85,0,kCentralGround,4253.0
87,4,kExcludedVector,47056.0
88,0,kCentralGround,21624.0
90,4,kExcludedVector,47209.0
91,0,kCentralGround,21632.0
93,4,kExcludedVector,74609.0
94,0,kCentralGround,86849.0
96,4,kExcludedVector,373885.0
97,0,kCentralGround,434230.0
99,4,kExcludedVector,372075.0
100,0,kCentralGround,434948.0
101,0,kCentralGround,435658.0
102,4,kExcludedVector,373956.0
104,0,kCentralGround,436261.0
105,4,kExcludedVector,373057.0
107,0,kCentralGround,86757.0
108,4,kExcludedVector,74118.0
110,0,kCentralGround,21478.0
111,4,kExcludedVector,46728.0
113,0,kCentralGround,21770.0
114,4,kExcludedVector,47153.0
116,0,kCentralGround,4133.0
117,4,kExcludedVector,9317.0
119,0,kCentralGround,45.0
120,4,kExcludedVector,95.0
122,0,kCentralGround,55755.0
123,5,kExcludedExcited,10255.0
124,0,kCentralGround,59827.0
126,0,kCentralGround,11361.0
127,0,kCentralGround,58736.0
128,5,kExcludedExcited,10169.0
129,0,kCentralGround,56102.0
130,5,kExcludedExcited,10208.0
131,0,kCentralGround,11408.0
132,0,kCentralGround,13398.0
133,5,kExcludedExcited,1717.0
134,0,kCentralGround,13633.0
135,5,kExcludedExcited,1757.0
136,0,kCentralGround,2787.0
137,5,kExcludedExcited,308.0
138,2,kMultiplyHeavy,358.0
139,2,kMultiplyHeavy,176.0
140,2,kMultiplyHeavy,324.0
141,2,kMultiplyHeavy,158.0
142,2,kMultiplyHeavy,64.0
143,2,kMultiplyHeavy,24.0
145,0,kCentralGround,12639.0
146,5,kExcludedExcited,1804.0
147,0,kCentralGround,9447.0
148,0,kCentralGround,1890.0
149,5,kExcludedExcited,60.0
150,0,kCentralGround,14327.0
151,5,kExcludedExcited,1964.0
152,0,kCentralGround,12962.0
153,5,kExcludedExcited,1860.0
154,0,kCentralGround,1864.0
155,5,kExcludedExcited,56.0
156,0,kCentralGround,3359.0
157,5,kExcludedExcited,367.0
158,0,kCentralGround,3216.0
159,5,kExcludedExcited,327.0
160,0,kCentralGround,667.0
161,5,kExcludedExcited,58.0
162,5,kExcludedExcited,20.0
163,5,kExcludedExcited,67.0
164,5,kExcludedExcited,10.0
165,5,kExcludedExcited,84.0
166,5,kExcludedExcited,14.0
167,5,kExcludedExcited,18.0
168,5,kExcludedExcited,1.0
170,2,kMultiplyHeavy,1.0
171,2,kMultiplyHeavy,12.0
173,2,kMultiplyHeavy,2.0
174,2,kMultiplyHeavy,6.0
175,2,kMultiplyHeavy,4.0
