ordinal,category,category_name,total
26,2,kMultiplyHeavy,8.0
27,2,kMultiplyHeavy,6.0
28,2,kMultiplyHeavy,16.0
29,2,kMultiplyHeavy,12.0
30,2,kMultiplyHeavy,20.0
31,2,kMultiplyHeavy,1.0
33,5,kExcludedExcited,9.0
34,5,kExcludedExcited,10.0
35,5,kExcludedExcited,67.0
36,5,kExcludedExcited,51.0
37,5,kExcludedExcited,72.0
38,5,kExcludedExcited,58.0
39,5,kExcludedExcited,10.0
40,5,kExcludedExcited,602.0
41,0,kCentralGround,522.0
42,5,kExcludedExcited,2212.0
43,0,kCentralGround,2122.0
44,5,kExcludedExcited,2222.0
45,0,kCentralGround,2207.0
46,5,kExcludedExcited,68.0
47,0,kCentralGround,2054.0
48,5,kExcludedExcited,6669.0
49,0,kCentralGround,6904.0
50,5,kExcludedExcited,7850.0
51,0,kCentralGround,7772.0
52,5,kExcludedExcited,70.0
53,0,kCentralGround,2117.0
54,0,kCentralGround,8449.0
55,5,kExcludedExcited,6519.0
56,0,kCentralGround,6621.0
57,2,kMultiplyHeavy,3.0
58,2,kMultiplyHeavy,74.0
59,2,kMultiplyHeavy,84.0
60,2,kMultiplyHeavy,308.0
61,2,kMultiplyHeavy,260.0
62,2,kMultiplyHeavy,366.0
63,2,kMultiplyHeavy,280.0
64,5,kExcludedExcited,2771.0
65,0,kCentralGround,3154.0
66,5,kExcludedExcited,9286.0
67,0,kCentralGround,10068.0
68,5,kExcludedExcited,9226.0
69,0,kCentralGround,10207.0
70,0,kCentralGround,12397.0
71,5,kExcludedExcited,27852.0
72,0,kCentralGround,31944.0
73,5,kExcludedExcited,31444.0
74,0,kCentralGround,34756.0
75,0,kCentralGround,12038.0
77,0,kCentralGround,52779.0
78,5,kExcludedExcited,28249.0
79,0,kCentralGround,31895.0
81,4,kExcludedVector,83.0
82,0,kCentralGround,46.0
84,4,kExcludedVector,10426.0
85,0,kCentralGround,4769.0
87,4,kExcludedVector,45381.0
88,0,kCentralGround,20663.0
90,4,kExcludedVector,44706.0
91,0,kCentralGround,20518.0
93,4,kExcludedVector,87000.0
94,0,kCentralGround,102639.0
96,4,kExcludedVector,373291.0
97,0,kCentralGround,437167.0
99,4,kExcludedVector,371676.0
100,0,kCentralGround,437076.0
101,0,kCentralGround,437460.0
102,4,kExcludedVector,372864.0
104,0,kCentralGround,437544.0
105,4,kExcludedVector,374323.0
107,0,kCentralGround,103338.0
108,4,kExcludedVector,87347.0
110,0,kCentralGround,20384.0
111,4,kExcludedVector,44491.0
113,0,kCentralGround,20481.0
114,4,kExcludedVector,44835.0
116,0,kCentralGround,4681.0
117,4,kExcludedVector,10539.0
119,0,kCentralGround,41.0
120,4,kExcludedVector,91.0
122,0,kCentralGround,32346.0
123,5,kExcludedExcited,27677.0
124,0,kCentralGround,51817.0
126,0,kCentralGround,12066.0
127,0,kCentralGround,35102.0
128,5,kExcludedExcited,31162.0
129,0,kCentralGround,32338.0
130,5,kExcludedExcited,27826.0
131,0,kCentralGround,12161.0
132,0,kCentralGround,10365.0
133,5,kExcludedExcited,9505.0
134,0,kCentralGround,10608.0
135,5,kExcludedExcited,9611.0
136,0,kCentralGround,3213.0
137,5,kExcludedExcited,3040.0
138,2,kMultiplyHeavy,236.0
139,2,kMultiplyHeavy,300.0
140,2,kMultiplyHeavy,284.0
141,2,kMultiplyHeavy,304.0
142,2,kMultiplyHeavy,62.0
143,2,kMultiplyHeavy,58.0
144,2,kMultiplyHeavy,3.0
145,0,kCentralGround,6989.0
146,5,kExcludedExcited,6507.0
147,0,kCentralGround,8093.0
148,0,kCentralGround,2045.0
149,5,kExcludedExcited,65.0
150,0,kCentralGround,7950.0
151,5,kExcludedExcited,7640.0
152,0,kCentralGround,6760.0
153,5,kExcludedExcited,6598.0
154,0,kCentralGround,2060.0
155,5,kExcludedExcited,54.0
156,0,kCentralGround,2265.0
157,5,kExcludedExcited,2319.0
158,0,kCentralGround,2202.0
159,5,kExcludedExcited,2176.0
160,0,kCentralGround,630.0
161,5,kExcludedExcited,628.0
162,5,kExcludedExcited,12.0
163,5,kExcludedExcited,43.0
164,5,kExcludedExcited,75.0
165,5,kExcludedExcited,64.0
166,5,kExcludedExcited,73.0
167,5,kExcludedExcited,12.0
168,5,kExcludedExcited,10.0
171,2,kMultiplyHeavy,10.0
172,2,kMultiplyHeavy,4.0
173,2,kMultiplyHeavy,8.0
174,2,kMultiplyHeavy,8.0
175,2,kMultiplyHeavy,2.0
176,2,kMultiplyHeavy,2.0
