ordinal,category,category_name,total
25,2,kMultiplyHeavy,2.0
27,2,kMultiplyHeavy,2.0
28,2,kMultiplyHeavy,10.0
30,2,kMultiplyHeavy,6.0
33,5,kExcludedExcited,1.0
34,5,kExcludedExcited,12.0
35,5,kExcludedExcited,13.0
36,5,kExcludedExcited,82.0
37,5,kExcludedExcited,19.0
38,5,kExcludedExcited,102.0
39,5,kExcludedExcited,7.0
40,5,kExcludedExcited,72.0
41,0,kCentralGround,637.0
42,5,kExcludedExcited,300.0
43,0,kCentralGround,3286.0
44,5,kExcludedExcited,332.0
45,0,kCentralGround,3179.0
46,5,kExcludedExcited,69.0
47,0,kCentralGround,1958.0
48,5,kExcludedExcited,1839.0
49,0,kCentralGround,12666.0
50,5,kExcludedExcited,1953.0
51,0,kCentralGround,13850.0
52,5,kExcludedExcited,56.0
53,0,kCentralGround,1924.0
54,0,kCentralGround,9424.0
55,5,kExcludedExcited,1858.0
56,0,kCentralGround,12747.0
58,2,kMultiplyHeavy,26.0
59,2,kMultiplyHeavy,62.0
60,2,kMultiplyHeavy,136.0
61,2,kMultiplyHeavy,322.0
62,2,kMultiplyHeavy,172.0
63,2,kMultiplyHeavy,360.0
64,5,kExcludedExcited,336.0
65,0,kCentralGround,2710.0
66,5,kExcludedExcited,1737.0
67,0,kCentralGround,13317.0
68,5,kExcludedExcited,1821.0
69,0,kCentralGround,13092.0
70,0,kCentralGround,11540.0
71,5,kExcludedExcited,10297.0
72,0,kCentralGround,54404.0
73,5,kExcludedExcited,9907.0
74,0,kCentralGround,57380.0
75,0,kCentralGround,11238.0
77,0,kCentralGround,60779.0
78,5,kExcludedExcited,10523.0
79,0,kCentralGround,54471.0
81,4,kExcludedVector,120.0
82,0,kCentralGround,45.0
84,4,kExcludedVector,9408.0
85,0,kCentralGround,4306.0
87,4,kExcludedVector,47158.0
88,0,kCentralGround,21744.0
90,4,kExcludedVector,47042.0
91,0,kCentralGround,21663.0
93,4,kExcludedVector,74716.0
94,0,kCentralGround,87796.0
96,4,kExcludedVector,373220.0
97,0,kCentralGround,436197.0
99,4,kExcludedVector,371550.0
100,0,kCentralGround,434341.0
101,0,kCentralGround,436549.0
102,4,kExcludedVector,373188.0
104,0,kCentralGround,436085.0
105,4,kExcludedVector,373293.0
107,0,kCentralGround,87107.0
108,4,kExcludedVector,74083.0
110,0,kCentralGround,21526.0
111,4,kExcludedVector,47101.0
113,0,kCentralGround,21926.0
114,4,kExcludedVector,46859.0
116,0,kCentralGround,4247.0
117,4,kExcludedVector,9339.0
119,0,kCentralGround,45.0
120,4,kExcludedVector,111.0
122,0,kCentralGround,55567.0
123,5,kExcludedExcited,10189.0
124,0,kCentralGround,60074.0
126,0,kCentralGround,11364.0
127,0,kCentralGround,59175.0
128,5,kExcludedExcited,10013.0
129,0,kCentralGround,55923.0
130,5,kExcludedExcited,10403.0
131,0,kCentralGround,11232.0
132,0,kCentralGround,13618.0
133,5,kExcludedExcited,1680.0
134,0,kCentralGround,13401.0
135,5,kExcludedExcited,1664.0
136,0,kCentralGround,2771.0
137,5,kExcludedExcited,333.0
138,2,kMultiplyHeavy,328.0
139,2,kMultiplyHeavy,164.0
140,2,kMultiplyHeavy,306.0
141,2,kMultiplyHeavy,140.0
142,2,kMultiplyHeavy,72.0
143,2,kMultiplyHeavy,18.0
145,0,kCentralGround,12869.0
146,5,kExcludedExcited,1868.0
147,0,kCentralGround,9406.0
148,0,kCentralGround,1812.0
149,5,kExcludedExcited,63.0
150,0,kCentralGround,14171.0
151,5,kExcludedExcited,1906.0
152,0,kCentralGround,13000.0
153,5,kExcludedExcited,1817.0
154,0,kCentralGround,1851.0
155,5,kExcludedExcited,62.0
156,0,kCentralGround,3364.0
157,5,kExcludedExcited,306.0
158,0,kCentralGround,3331.0
159,5,kExcludedExcited,354.0
160,0,kCentralGround,632.0
161,5,kExcludedExcited,64.0
162,5,kExcludedExcited,9.0
163,5,kExcludedExcited,92.0
164,5,kExcludedExcited,14.0
165,5,kExcludedExcited,80.0
166,5,kExcludedExcited,16.0
167,5,kExcludedExcited,12.0
168,5,kExcludedExcited,2.0
171,2,kMultiplyHeavy,8.0
172,2,kMultiplyHeavy,6.0
173,2,kMultiplyHeavy,16.0
174,2,kMultiplyHeavy,8.0
175,2,kMultiplyHeavy,2.0
